image,split,class,spai
giuseppe-de-nittis_woman-on-the-beach.jpg,test,1,0.8509345650672913
jan-toorop_edmond-picard-1885-0.jpg,test,1,0.9989493489265442
henri-edmond-cross_shepherd-and-sheep.jpg,test,1,4.445850798617812e-09
james-mcneill-whistler_blue-and-white-covered-urn.jpg,test,1,0.7467448115348816
edgar-degas_before-the-performance.jpg,test,1,5.154034283805231e-07
anders-zorn_in-the-studio-1896.jpg,test,1,0.008682385087013245
john-henry-twachtman_house-in-snow.jpg,test,1,0.27019521594047546
maynard-dixon_guard-of-the-cornfield-1922.jpg,test,1,0.9998629093170166
pino-daeni_first-glance.jpg,test,1,6.324555101855367e-09
emil-carlsen_the-south-strand-1909.jpg,test,1,3.16676755574008e-06
edouard-manet_study-for-bar-at-the-folies-bergere-1882.jpg,test,1,1.8212499650754888e-12
francis-picabia_the-eure-in-the-twilight-sun-1901.jpg,test,1,2.1340883904485963e-07
alfred-sisley_seine-at-bougival-1873.jpg,test,1,2.233099394288729e-07
andre-dunoyer-de-segonzac_la-bouteille-de-vin-blanc.jpg,test,1,1.6923056289641636e-09
franz-marc_two-women-on-the-hillside-1906.jpg,test,1,3.867437214921665e-08
nicolae-vermont_halt-1898.jpg,test,1,9.045384103956167e-07
alejandro-cabeza_malaga-landscape-2008.jpg,test,1,0.9965521097183228
antoine-blanchard_porte-st-martin.jpg,test,1,1.41986462043401e-18
sir-william-russell-flint_the-chateau-bath-equilly-pam-la-bathing.jpg,test,1,0.07377723604440689
eugene-boudin_deauville-the-port-1888.jpg,test,1,0.5362655520439148
medi-wechsler-dinu_fatme.jpg,test,1,0.9997904896736145
louise-abbema_louise-abbema-sarah-bernhardt-hunting-with-hounds-1897.jpg,test,1,0.0652046725153923
camille-claudel_the-wave-1897.jpg,test,1,1.2499826985924636e-14
boris-kustodiev_nice-1913.jpg,test,1,0.7541319727897644
valentin-serov_portrait-of-liudmila-mamontova-1894.jpg,test,1,1.6419195162598044e-05
john-lavery_the-glasgow-exhibition-1888.jpg,test,1,0.7999759912490845
federico-zandomeneghi_girl-picking-flowers.jpg,test,1,0.5423926115036011
frederic-bazille_view-of-the-village-of-castelnau-le-lez-1868.jpg,test,1,0.999536395072937
edward-henry-potthast_beach-scene.jpg,test,1,0.000952950504142791
konstantin-korovin_yaroslavna-s-lament-1909.jpg,test,1,0.9999366998672485
paul-gauguin_self-portrait-1885.jpg,test,1,0.003576969960704446
maurice-boitel_le-pont-des-arts.jpg,test,1,1.0
gregoire-boonzaier_still-life-with-teapot-1930.jpg,test,1,0.2157563716173172
jean-beraud_larrivee-des-mid-year-1901.jpg,test,1,2.5136644126178e-06
paul-albert-besnard_family-1890.jpg,test,1,8.717738637642469e-07
andre-dunoyer-de-segonzac_fenouil-poivrons-et-tomates-1960.jpg,test,1,0.9011209607124329
edgar-degas_after-the-bath-woman-drying-herself-1892.jpg,test,1,0.9999969005584717
burhan-dogancay_honfleur-1950.jpg,test,1,0.4871334135532379
emil-carlsen_spring-landscape-1904.jpg,test,1,0.002551053185015917
frederick-mccubbin_the-letter-1884.jpg,test,1,0.043913062661886215
mary-cassatt_woman-on-a-striped-with-a-dog-also-known-as-young-woman-on-a-striped-sofa-with-her-dog.jpg,test,1,4.926937746674298e-10
kazimir-malevich_apple-tree-in-blossom.jpg,test,1,1.6935968005782343e-06
laura-knight_ballet-1936.jpg,test,1,0.24857529997825623
bela-czobel_girl-by-the-window-with-flower-1904.jpg,test,1,6.9030843405926134e-06
james-mcneill-whistler_gray-and-gold-the-golden-bay.jpg,test,1,0.328904926776886
samuel-mutzner_cartierul-t-t-r-sc-din-balcic.jpg,test,1,1.0
iosif-iser_woman-in-yellow-chair-1933.jpg,test,1,1.0
paul-cezanne_still-life-1877.jpg,test,1,1.0
edgar-degas_les-pointes-1878.jpg,test,1,5.581100413110107e-05
konstantin-makovsky_presser.jpg,test,1,6.957971203461763e-15
paul-gauguin_the-vase-of-peonies-1884.jpg,test,1,0.1404642015695572
edward-henry-potthast_long-beach-1921.jpg,test,1,4.2755027607199736e-07
edgar-degas_woman-on-a-sofa-1875.jpg,test,1,0.9999922513961792
clarence-gagnon_overlooking-the-valley-of-the-gouffre-charlevoix-1915.jpg,test,1,0.9999799728393555
winston-churchill_view-of-the-weald-of-kent.jpg,test,1,0.4898965358734131
john-atkinson-grimshaw_blue-belle-1877.jpg,test,1,0.591673731803894
eugene-boudin_seehafen-1870.jpg,test,1,2.4850044155755313e-07
john-peter-russell_la-pointe-de-morestil-par-mer-calme-1901.jpg,test,1,1.0
anders-zorn_firelight.jpg,test,1,0.09905828535556793
henry-herbert-la-thangue_a-proven-al-fountain.jpg,test,1,0.9999995231628418
jaroslav-keluc_up-till-spring-day-1974.jpg,test,1,0.6290185451507568
eliseu-visconti_garden-in-luxembourg-1905.jpg,test,1,3.712433485625333e-11
frits-thaulow_the-battle-of-arques-normandy.jpg,test,1,0.9912232160568237
julian-alden-weir_cora.jpg,test,1,0.8774111866950989
ion-andreescu_portrait-of-a-girl.jpg,test,1,0.3444535434246063
konstantin-korovin_twilight.jpg,test,1,0.0007545602275058627
jaroslav-keluc_old-village-houses-1959.jpg,test,1,0.5671582221984863
stefan-popescu_houses-on-the-hill.jpg,test,1,0.7608596086502075
alfredo-andersen_working-life.jpg,test,1,8.811618501221546e-30
alfred-sisley_the-blocked-seine-at-port-marly-1876.jpg,test,1,0.09770696610212326
egon-schiele_meadow-with-village-in-background-1907.jpg,test,1,0.49137967824935913
robert-lewis-reid_the-brook.jpg,test,1,1.0874484427994688e-18
john-henry-twachtman_the-cascade.jpg,test,1,6.6048464440748855e-12
edouard-manet_portrait-of-monsieur-brun-1879.jpg,test,1,0.07284215092658997
konstantin-korovin_balcony-in-the-crimea-1910.jpg,test,1,0.9999567270278931
albert-julius-olsson_rum-from-eigg-inner-hebrides.jpg,test,1,0.9882209300994873
julian-ashton_terrigal-headland-new-south-wales-1892.jpg,test,1,1.0
samuel-mutzner_vene-ia-1928.jpg,test,1,1.0
isaac-levitan_lake-in-the-forest.jpg,test,1,3.1729202347049308e-21
fernand-combes_paris-carrefour-pres-saint-germain-des-pres-des-rues-de-labbaye-cardinal-lemoine-de-bourbon-le-1910.jpg,test,1,0.00020331547420937568
richard-jack_the-honourable-thomas-charles-reginald-robartes.jpg,test,1,0.07202275842428207
maurice-bompard_interior-with-bust-and-armor.jpg,test,1,0.03743536025285721
james-charles_the-dusty-road-1902.jpg,test,1,0.9991532564163208
henri-martin_port-of-marseille-2.jpg,test,1,0.7674192190170288
auguste-rodin_pierre-de-wissant.jpg,test,1,1.0
pablo-picasso_fairground-1900.jpg,test,1,1.0
dimitrie-paciurea_chimera-with-wings.jpg,test,1,3.898749780980809e-24
karoly-ferenczy_horses-1899.jpg,test,1,0.9665332436561584
gregoire-boonzaier_hat-green-bottle-and-guitar-1990.jpg,test,1,0.9850639700889587
robert-falk_the-lady-in-the-yellow-blouse-1910.jpg,test,1,1.0
arthur-verona_field-festivity.jpg,test,1,0.38271364569664
adalbert-erdeli_self-portrait.jpg,test,1,0.891430675983429
maurice-boitel_le-panth-on-et-la-seine.jpg,test,1,0.7775389552116394
pierre-jacques-pelletier_paris-montmartre-la-place-du-tertre-lhiver.jpg,test,1,0.6434401869773865
frank-omeara_girl-with-a-distaff-1886.jpg,test,1,0.1255882978439331
walter-sickert_girl-at-a-window-little-rachel-1907.jpg,test,1,0.9942014813423157
john-henry-twachtman_the-brook-greenwich-connecticut-aka-horseneck-falls-greenwich-connecticut-1900.jpg,test,1,1.6060091255693497e-20
william-logsdail_john-william-waterhouse-1887.jpg,test,1,0.00627908343449235
robert-julian-onderdonk_bluebonnets-at-twilight-near-san-antonio-1920.jpg,test,1,0.013826611451804638
gustave-caillebotte_rose-bush-in-flower.jpg,test,1,2.073279350009235e-19
vasile-popescu_composition-with-sailor-and-siren.jpg,test,1,0.9999998807907104
camil-ressu_maternity-1924.jpg,test,1,0.9999985694885254
antoine-blanchard_paris-les-bouquinistes.jpg,test,1,5.791720469635449e-27
armand-guillaumin_the-seine-1867.jpg,test,1,0.0016372224781662226
henri-martin_trees-by-the-river.jpg,test,1,0.5378387570381165
hugo-muhlig_hunter-with-dog.jpg,test,1,0.6280532479286194
joaqu-n-sorolla_mending-nets-1901.jpg,test,1,0.0011533041251823306
ramon-casas_courtyard-of-the-old-barcelona-prison-courtyard-of-the-lambs.jpg,test,1,1.0
theophrastos-triantafyllidis_the-artist.jpg,test,1,0.999997615814209
camille-pissarro_study-for-the-apple-picker.jpg,test,1,1.0
ilya-mashkov_georgia-kazbek-shat-mountain-and-village.jpg,test,1,0.5576013326644897
henri-martin_mother-and-child-in-pergola-at-marquayrol.jpg,test,1,0.028338801115751266
john-henry-twachtman_the-artist-s-house-through-the-trees-also-known-as-autumn-afternoon.jpg,test,1,3.6494715229147805e-15
vincent-van-gogh_laboureur-dans-un-champ-1889.jpg,test,1,1.0
camille-pissarro_the-harvest-at-montfoucault-2-1876.jpg,test,1,5.1992506064473745e-21
vincenzo-irolli_donna-di-cucina-1910.jpg,test,1,0.35625195503234863
joaqu-n-sorolla_return-from-fishing-1908.jpg,test,1,0.9999998807907104
iosif-iser_turci-la-cafenea-1925.jpg,test,1,1.0
peder-severin-kroyer_self-portrait-1888.jpg,test,1,0.9999970197677612
berthe-morisot_eugene-manet-with-his-daughter-at-bougival.jpg,test,1,0.7578045129776001
max-liebermann_self-portrait-with-palette.jpg,test,1,2.7271360636405007e-07
arkhip-kuindzhi_a-birch-grove-1879-1.jpg,test,1,1.0
jules-dupre_shipping-in-a-breeze.jpg,test,1,0.730726420879364
robert-lewis-reid_landscape-with-stream.jpg,test,1,0.9136561751365662
anders-zorn_a-woman-in-a-forest-1907.jpg,test,1,0.003818630939349532
kmetty-janos_curved-street-at-szentendre.jpg,test,1,1.0
marianne-north_the-street-of-blood-delhi-1880.jpg,test,1,0.5650969743728638
theo-van-rysselberghe_figures-near-a-well-in-morocco.jpg,test,1,0.9998082518577576
laszlo-mednyanszky_house-at-dusk-1910.jpg,test,1,0.9864835143089294
max-liebermann_carl-duisberg-1909.jpg,test,1,0.9870020151138306
henry-scott-tuke_ruby-gold-and-malachite-1901.jpg,test,1,0.008476345799863338
valentin-serov_portrait-of-the-artist-ilya-repin-1892.jpg,test,1,3.247218683180564e-12
frederick-carl-frieseke_nude-in-dappled-sunlight.jpg,test,1,3.2584533487221845e-13
theophrastos-triantafyllidis_bathers-on-the-boat-1930.jpg,test,1,1.7408374741734178e-09
richard-jack_on-the-moors.jpg,test,1,0.9801643490791321
maxime-maufra_the-coastline-in-brittany.jpg,test,1,0.9999479055404663
maynard-dixon_cowpuncher-1927.jpg,test,1,0.9221919178962708
childe-hassam_moonrise-at-sunset-1.jpg,test,1,0.4584842622280121
gustave-caillebotte_the-pontoon-at-argenteuil-1887.jpg,test,1,3.4096296896990452e-09
sever-burada_springtime-in-c-lm-valley.jpg,test,1,2.7237150789005682e-05
homer-watson_pink-bush-1906.jpg,test,1,0.9900770783424377
joaqu-n-sorolla_the-shadow-of-alcantara-bridge-toledo-1906.jpg,test,1,0.9999996423721313
bozoky-maria_illustration-9.jpg,test,1,0.9999979734420776
antoine-blanchard_place-de-la-madeleine-hiver.jpg,test,1,8.167362420793212e-25
walter-osborne_feeding-the-chickens-1885.jpg,test,1,0.973013699054718
james-charles_the-ramparts-of-montreuil-1904.jpg,test,1,0.9873217940330505
horia-bernea_springtime-1987.jpg,test,1,2.684799778329694e-11
federico-zandomeneghi_woman-leaning-on-a-chair.jpg,test,1,0.9467495083808899
arthur-streeton_manly-beach-1895.jpg,test,1,1.0939754406697892e-20
camille-pissarro_near-eragny.jpg,test,1,0.9999755620956421
albert-julius-olsson_a-song-of-the-sea.jpg,test,1,0.14803823828697205
valentin-serov_portrait-of-a-kasyanov-1907.jpg,test,1,0.0003563293721526861
francis-picabia_barges-on-the-loing-morning-effect.jpg,test,1,2.7022634130347e-10
t-c-steele_on-the-oregon-coast-1902.jpg,test,1,2.740862692007795e-05
kmetty-janos_reading-woman-on-sofa.jpg,test,1,1.0
henri-gervex_the-beach-at-trouville-1879.jpg,test,1,4.261321850940192e-11
eliseu-visconti_in-the-summer.jpg,test,1,0.571525514125824
clarence-gagnon_midnight-mass-1933.jpg,test,1,0.9443816542625427
giuseppe-de-nittis_poplars.jpg,test,1,0.904687225818634
francis-picabia_autumn-effect.jpg,test,1,2.3501105931426496e-21
anders-zorn_midsummer-dance-1903.jpg,test,1,1.606999103387352e-05
maynard-dixon_home-pastures-1915.jpg,test,1,1.0
konstantinos-maleas_three-egyptian-women-walk-outdoors-1911.jpg,test,1,0.9999809265136719
odilon-redon_lane-of-trees.jpg,test,1,0.9797338843345642
guy-rose_the-gondolier-venice-1894.jpg,test,1,0.9520763754844666
henry-ossawa-tanner_in-constantine-1908.jpg,test,1,0.9630027413368225
marie-bracquemond_pierre-bracquemond-as-child-1878.jpg,test,1,0.6573722958564758
rupert-bunny_self-portrait-1895.jpg,test,1,0.020279131829738617
fernand-combes_vieux-paris-quartier-st-victor-la-rue-des-boulangers-1910.jpg,test,1,0.6995621919631958
anders-zorn_castles-in-the-air-1885.jpg,test,1,0.0401938371360302
lesser-ury_unter-den-linden-im-regen-1920.jpg,test,1,0.21265128254890442
robert-spencer_on-the-bank-1929.jpg,test,1,0.39967021346092224
winston-churchill_daybreak-at-cassis-1920.jpg,test,1,0.18968038260936737
adam-baltatu_house-with-flowers.jpg,test,1,0.7779819369316101
theodor-philipsen_geb-ude-im-tiergarten-n-rdlich-von-kopenhagen-1882.jpg,test,1,0.9703726768493652
isaac-israels_sewing-school-1906.jpg,test,1,0.9987251162528992
vytautas-kairiukstis_besimaudanti-moteris-1930.jpg,test,1,1.0
john-singer-sargent_graveyard-in-the-tyrol-1914.jpg,test,1,0.954276442527771
joseph-decamp_theodore-lambert-decamp-as-an-infant-1900.jpg,test,1,0.9866670966148376
georg-pauli_untitled-1899.jpg,test,1,0.282768577337265
iosif-iser_field-party.jpg,test,1,0.9970270991325378
eugene-boudin_trouville-fish-market-1875.jpg,test,1,0.9351720213890076
frits-thaulow_washerwomen-at-quimperle.jpg,test,1,0.35359522700309753
arthur-verona_women-assembly.jpg,test,1,0.8749110698699951
ivan-grohar_pomlad-1903.jpg,test,1,0.9944813251495361
fujishima-takeji_mongolian-landscape.jpg,test,1,0.6525558233261108
mary-cassatt_mother-and-child-1880.jpg,test,1,5.758108989617483e-10
auguste-rodin_pens.jpg,test,1,1.4637640788350836e-06
pierre-auguste-renoir_girl-with-a-letter-1894.jpg,test,1,7.516681216657162e-05
john-henry-twachtman_bridge-in-winter.jpg,test,1,0.7749111652374268
alfredo-andersen_queimadas-ou-lavadeiras.jpg,test,1,4.452778377846187e-19
lesser-ury_abend-im-caf-bauer-1898.jpg,test,1,0.4233471155166626
nicolae-grigorescu_the-spring-detail.jpg,test,1,0.033644046634435654
paul-signac_study-for-venice-morning.jpg,test,1,0.9992770552635193
stanislaw-szukalski_birth-of-thought-1916.jpg,test,1,0.0004070871800649911
konstantin-korovin_a-boulevard-1902.jpg,test,1,0.9999997615814209
wu-guanzhong_scenery-of-guilin-1973.jpg,test,1,2.885449475797941e-06
auguste-rodin_mme-vicuna-1884.jpg,test,1,0.9865183234214783
charles-courtney-curran_a-breezy-day-1887.jpg,test,1,0.0010471396381035447
william-merritt-chase_good-friends.jpg,test,1,4.36840091473392e-20
isaac-israels_painting-of-dutch-writer-lodewijk-van-deyssel.jpg,test,1,0.9973879456520081
vilhelm-hammershoi_s-ndermarken-park-in-winter-1896.jpg,test,1,3.0443730793194845e-05
ernest-lawson_harlem-river-at-high-bridge-1915.jpg,test,1,9.17048126325426e-08
andre-dunoyer-de-segonzac_nude-with-a-newspaper-1921.jpg,test,1,0.04515679180622101
samuel-mutzner_efect-de-nserare-pe-lac.jpg,test,1,0.009997554123401642
william-james-glackens_beach-side-1913.jpg,test,1,0.9697495698928833
vilhelm-hammershoi_double-portrait-of-the-artist-and-his-wife-seen-through-a-mirror-1911.jpg,test,1,0.14853231608867645
winston-churchill_a-villa-at-the-riviera.jpg,test,1,0.520702064037323
ilya-mashkov_after-the-storm-1922.jpg,test,1,7.331459346460178e-05
georg-pauli_g-ran-in-the-green-grass-1897.jpg,test,1,0.02382558211684227
edward-henry-potthast_self-portrait-1925.jpg,test,1,0.8128455281257629
frederic-bazille_portrait-of-douard-blau.jpg,test,1,0.9998284578323364
jean-beraud_absinthe-drinkers-1908.jpg,test,1,0.9170156717300415
john-singer-sargent_bedouin-women-carrying-water-jars-1891.jpg,test,1,1.0
aristide-maillol_venus-1928.jpg,test,1,5.210938347488536e-09
adam-baltatu_autumn-still-life.jpg,test,1,0.9891787767410278
adam-baltatu_noon-at-br-ne-ti.jpg,test,1,0.00011810645810328424
konstantin-makovsky_olenka-and-kolya-on-the-steps.jpg,test,1,0.7450160980224609
isaac-israels_dame-in-avondtoilet-1905.jpg,test,1,0.015228078700602055
thalia-flora-karavia_repos-aux-champs.jpg,test,1,7.539362741226796e-06
ilya-repin_prometheus.jpg,test,1,0.057537321001291275
cornelis-vreedenburgh_harbour-at-amsterdam.jpg,test,1,4.4918522235093405e-09
tetyana-yablonska_fresh-air-1995.jpg,test,1,1.3225764927682349e-10
isaac-israels_reclining-reading-nude-1922.jpg,test,1,0.0014870938612148166
gustave-de-smet_harbour-under-snow-1908.jpg,test,1,1.8505518298295165e-12
lilla-cabot-perry_woman-with-a-cat-1901.jpg,test,1,0.001898178830742836
james-charles_at-the-well-anacapri.jpg,test,1,0.9898704886436462
isaac-israels_javanese-dancer.jpg,test,1,0.0034690320026129484
santiago-rusinol_bridge-over-a-river-1884.jpg,test,1,0.9999737739562988
ivan-grohar_povodne-vile-1899.jpg,test,1,9.497808962368906e-21
periklis-vyzantios_interior-1958.jpg,test,1,0.9999788999557495
tom-roberts_miss-isobel-mcdonald-1895.jpg,test,1,0.999962568283081
john-peter-russell_dr-will-maloney-1887.jpg,test,1,0.0008409794536419213
william-merritt-chase_portrait-of-a-lady-1.jpg,test,1,0.6880747675895691
theodore-robinson_the-layette-1882.jpg,test,1,7.799582930990532e-21
ferdynand-ruszczyc_pejzaz-z-cyprysami.jpg,test,1,0.6521071791648865
martin-rico_a-canal-in-venice.jpg,test,1,1.0
edward-e-simmons_contemplation-mrs-fisher.jpg,test,1,0.9838412404060364
marianne-north_the-taj-mahal-at-agra-north-west-india-1878.jpg,test,1,1.0
zinaida-serebriakova_winter-landscape-neskuchnoye-1910.jpg,test,1,0.9998239874839783
pino-daeni_the-gypsy.jpg,test,1,0.1624118834733963
benjamin-brown_poppies-antelope-valley.jpg,test,1,0.6635988354682922
eliseu-visconti_nu-feminino-1.jpg,test,1,0.02040828764438629
henry-tonks_british-soldier.jpg,test,1,3.459223196517619e-13
edward-henry-potthast_beach-scene-0.jpg,test,1,0.9895873069763184
edouard-manet_singer-at-a-caf--C3--A9-concert.jpg,test,1,4.725083518897222e-11
john-singer-sargent_horses-at-palma-1908.jpg,test,1,1.8475440811016597e-05
paul-signac_the-port-of-st-tropez.jpg,test,1,0.0
salvador-dali_sea-view-1919.jpg,test,1,0.9743879437446594
haddon-sundbloom_energy-to-meet-the-languid-moods-of-spring-cream-of-wheat-1924.jpg,test,1,0.16814036667346954
walter-sickert_baccarat-the-fur-cape-1920.jpg,test,1,0.0933428481221199
robert-julian-onderdonk_in-the-hills-of-the-spanish-oaks.jpg,test,1,5.577954098612281e-08
paul-albert-besnard_cardinal-mercier-1916.jpg,test,1,7.964005363926378e-15
konstantinos-volanakis_boat-at-moonlight.jpg,test,1,7.5722351830636875e-19
charles-sprague-pearce_young-brittany-girl.jpg,test,1,0.9876733422279358
edward-hopper_rocky-shore-and-sea.jpg,test,1,0.9951583743095398
camille-pissarro_weeders-1882.jpg,test,1,0.013476342894136906
oleksandr-murashko_annunciation-1909.jpg,test,1,0.9999996423721313
paul-gauguin_the-seine-in-paris-1875.jpg,test,1,0.8704327940940857
walter-osborne_milking-time.jpg,test,1,0.002542871283367276
nicolae-grigorescu_portrait-of-alexandrina-filionescu.jpg,test,1,0.0031567977275699377
lovis-corinth_cala-lilies-and-lilacs-with-a-bronze-figurine.jpg,test,1,1.204031763180069e-09
jose-malhoa_figura-decorativa-1902.jpg,test,1,2.9563996177852657e-24
stefan-luchian_violets.jpg,test,1,8.470857769535786e-21
ivan-mrkvicka_vityaz.jpg,test,1,0.9999786615371704
armand-guillaumin_sunset-at-ivry-soleil-couchant-ivry-1873.jpg,test,1,0.9961351156234741
ethel-carrick_children-and-nurses-1910.jpg,test,1,1.7821300843934296e-06
guy-rose_warm-afternoon-1910.jpg,test,1,2.5540307646565452e-09
nikolay-bogdanov-belsky_at-the-hospital.jpg,test,1,0.14744436740875244
theodore-robinson_valley-of-the-seine-from-the-hills-of-giverny-1892.jpg,test,1,7.198182938594755e-09
edward-henry-potthast_coney-island.jpg,test,1,4.183510615740015e-18
william-merritt-chase_spanish-girl.jpg,test,1,0.9997586607933044
lucian-grigorescu_natur-static-cu-fructe.jpg,test,1,0.9822188019752502
henry-herbert-la-thangue_a-mission-to-seamen-1891.jpg,test,1,0.5744874477386475
umberto-boccioni_farmers-at-work-risaiole-1908.jpg,test,1,0.0003543287457432598
karoly-ferenczy_gipsies-1901.jpg,test,1,0.7934655547142029
willard-metcalf_the-sunny-brook-chester-vermont.jpg,test,1,5.501028681464959e-06
james-mcneill-whistler_palaces-brussels.jpg,test,1,5.961473872563478e-20
julian-falat_self-portrait.jpg,test,1,0.29600387811660767
antoine-blanchard_arc-de-triomphe-2.jpg,test,1,8.809015594864645e-26
kimon-loghi_scen-mitologic.jpg,test,1,0.9989155530929565
robert-lewis-reid_the-bather.jpg,test,1,0.0024202275089919567
jose-malhoa_praia-das-ma-s-1918.jpg,test,1,0.9957029223442078
eugene-boudin_villerville-the-shore-1896.jpg,test,1,8.469070930661182e-12
willard-metcalf_pond-giverny.jpg,test,1,1.9948756744270213e-05
fern-coppedge_lumberville.jpg,test,1,1.0
max-liebermann_birch-grow-1.jpg,test,1,0.0265259500592947
william-james-glackens_f-te-de-suquet-1932.jpg,test,1,0.7024892568588257
charles-sprague-pearce_reading-by-the-shore.jpg,test,1,0.0002550005738157779
lesser-ury_br-cke-ber-den-landwehrkanal-1920.jpg,test,1,0.8907902836799622
willard-metcalf_flying-shadows-1.jpg,test,1,1.1944552902320993e-08
